"Año";"Mes";"Productos";"Clave  Estado";"Estado";"Importe de los creditos";"Numero de Creditos";"Numero de Beneficiados"
2016;2;"2.- TU CREDITO PYME JOVEN";1024000;"SAN LUIS POTOSI";513500.00;2;2
2016;3;"3.- INCUBACION EN LINEA";1009000;"CIUDAD DE MEXICO";300000.00;2;2
2016;2;"2.- TU CREDITO PYME JOVEN";1025000;"SINALOA";877000.00;2;2
2016;2;"3.- INCUBACION EN LINEA";1005000;"COAHUILA";150000.00;1;1
2016;2;"3.- INCUBACION EN LINEA";1008000;"CHIHUAHUA";120000.00;1;1
2016;6;"2.- TU CREDITO PYME JOVEN";1015000;"MEXICO";326000.00;3;3
2016;7;"2.- TU CREDITO PYME JOVEN";1012000;"GUERRERO";300000.00;1;1
2016;2;"3.- INCUBACION EN LINEA";1019000;"NUEVO LEON";150000.00;1;1
2016;6;"3.- INCUBACION EN LINEA";1021000;"PUEBLA";300000.00;2;2
2016;3;"2.- TU CREDITO PYME JOVEN";1025000;"SINALOA";650000.00;2;2
2016;2;"3.- INCUBACION EN LINEA";1020000;"OAXACA";150000.00;1;1
2016;7;"2.- TU CREDITO PYME JOVEN";1015000;"MEXICO";1961000.00;3;3
2017;8;"3.- INCUBACION EN LINEA";1010000;"DURANGO";750000.00;5;5
2016;2;"3.- INCUBACION EN LINEA";1022000;"QUERETARO";300000.00;2;2
2016;2;"3.- INCUBACION EN LINEA";1025000;"SINALOA";400000.00;3;3
2016;12;"3.- INCUBACION EN LINEA";1008000;"CHIHUAHUA";150000.00;1;1
2016;4;"1.- TU CREDITO PARA CRECER";1011000;"GUANAJUATO";52000.00;1;1
2016;3;"1.- TU CREDITO PARA CRECER";1003000;"BAJA CALIFORNIA SUR";454000.00;3;3
2016;3;"1.- TU CREDITO PARA CRECER";1009000;"CIUDAD DE MEXICO";477000.00;3;3
2017;12;"3.- INCUBACION EN LINEA";1012000;"GUERRERO";1050000.00;7;7
2016;6;"3.- INCUBACION EN LINEA";1003000;"BAJA CALIFORNIA SUR";150000.00;1;1
2016;5;"3.- INCUBACION EN LINEA";1018000;"NAYARIT";870000.00;6;6
2016;3;"1.- TU CREDITO PARA CRECER";1012000;"GUERRERO";253000.00;2;2
2017;5;"3.- INCUBACION EN LINEA";1020000;"OAXACA";450000.00;3;3
2017;6;"2.- TU CREDITO PYME JOVEN";1007000;"CHIAPAS";4336000.00;6;6
2016;3;"1.- TU CREDITO PARA CRECER";1016000;"MICHOACAN";80000.00;1;1
2016;9;"2.- TU CREDITO PYME JOVEN";1012000;"GUERRERO";500000.00;1;1
2017;2;"2.- TU CREDITO PYME JOVEN";1028000;"TAMAULIPAS";362000.00;1;1
2017;12;"2.- TU CREDITO PYME JOVEN";1011000;"GUANAJUATO";2714000.00;4;4
2016;3;"1.- TU CREDITO PARA CRECER";1025000;"SINALOA";474000.00;3;3
2016;3;"1.- TU CREDITO PARA CRECER";1030000;"VERACRUZ";100000.00;1;1
2016;3;"2.- TU CREDITO PYME JOVEN";1003000;"BAJA CALIFORNIA SUR";4599000.00;4;3
2016;12;"3.- INCUBACION EN LINEA";1028000;"TAMAULIPAS";300000.00;2;2
2016;10;"2.- TU CREDITO PYME JOVEN";1015000;"MEXICO";246000.00;1;1
2016;3;"2.- TU CREDITO PYME JOVEN";1005000;"COAHUILA";4770000.00;5;5
2016;3;"2.- TU CREDITO PYME JOVEN";1012000;"GUERRERO";100000.00;1;1
2017;2;"4.- INCUBACION PRESENCIAL";1019000;"NUEVO LEON";300000.00;1;1
2016;7;"1.- TU CREDITO PARA CRECER";1025000;"SINALOA";211000.00;1;1
2016;3;"2.- TU CREDITO PYME JOVEN";1015000;"MEXICO";1399000.00;2;2
2016;4;"2.- TU CREDITO PYME JOVEN";1025000;"SINALOA";108000.00;1;1
2016;8;"2.- TU CREDITO PYME JOVEN";1026000;"SONORA";665000.00;2;2
2016;3;"2.- TU CREDITO PYME JOVEN";1018000;"NAYARIT";409000.00;2;2
2016;3;"2.- TU CREDITO PYME JOVEN";1019000;"NUEVO LEON";11900000.00;9;9
2016;8;"2.- TU CREDITO PYME JOVEN";1024000;"SAN LUIS POTOSI";786000.00;3;3
2016;4;"2.- TU CREDITO PYME JOVEN";1003000;"BAJA CALIFORNIA SUR";2778000.00;3;3
2017;7;"3.- INCUBACION EN LINEA";1021000;"PUEBLA";1200000.00;8;8
2016;11;"3.- INCUBACION EN LINEA";1010000;"DURANGO";1050000.00;8;8
2016;3;"2.- TU CREDITO PYME JOVEN";1021000;"PUEBLA";581000.00;1;1
2017;11;"2.- TU CREDITO PYME JOVEN";1001000;"AGUASCALIENTES";5349000.00;5;5
2016;4;"1.- TU CREDITO PARA CRECER";1010000;"DURANGO";300000.00;1;1
2016;3;"2.- TU CREDITO PYME JOVEN";1022000;"QUERETARO";3033000.00;4;4
2017;5;"3.- INCUBACION EN LINEA";1005000;"COAHUILA";2900000.00;20;20
2016;6;"3.- INCUBACION EN LINEA";1020000;"OAXACA";80000.00;1;1
2016;4;"1.- TU CREDITO PARA CRECER";1024000;"SAN LUIS POTOSI";100000.00;1;1
2017;7;"3.- INCUBACION EN LINEA";1014000;"JALISCO";150000.00;1;1
2016;3;"2.- TU CREDITO PYME JOVEN";1026000;"SONORA";2759000.00;2;2
2016;9;"2.- TU CREDITO PYME JOVEN";1002000;"BAJA CALIFORNIA NORTE";1858000.00;2;2
2016;3;"2.- TU CREDITO PYME JOVEN";1028000;"TAMAULIPAS";3650000.00;3;3
2017;5;"2.- TU CREDITO PYME JOVEN";1027000;"TABASCO";145000.00;1;1
2017;2;"1.- TU CREDITO PARA CRECER";1022000;"QUERETARO";170000.00;1;1
2016;3;"2.- TU CREDITO PYME JOVEN";1030000;"VERACRUZ";1507000.00;3;3
2016;3;"3.- INCUBACION EN LINEA";1001000;"AGUASCALIENTES";150000.00;1;1
2016;3;"3.- INCUBACION EN LINEA";1002000;"BAJA CALIFORNIA NORTE";150000.00;1;1
2016;3;"3.- INCUBACION EN LINEA";1003000;"BAJA CALIFORNIA SUR";120000.00;1;1
2017;6;"1.- TU CREDITO PARA CRECER";1024000;"SAN LUIS POTOSI";600000.00;2;2
2016;3;"3.- INCUBACION EN LINEA";1004000;"CAMPECHE";600000.00;5;5
2017;10;"3.- INCUBACION EN LINEA";1023000;"QUINTANA ROO";150000.00;1;1
2017;8;"1.- TU CREDITO PARA CRECER";1024000;"SAN LUIS POTOSI";300000.00;1;1
2016;3;"3.- INCUBACION EN LINEA";1005000;"COAHUILA";600000.00;4;4
2016;12;"3.- INCUBACION EN LINEA";1002000;"BAJA CALIFORNIA NORTE";150000.00;1;1
2016;11;"3.- INCUBACION EN LINEA";1008000;"CHIHUAHUA";210000.00;2;2
2017;4;"4.- INCUBACION PRESENCIAL";1006000;"COLIMA";495300.00;1;1
2016;7;"1.- TU CREDITO PARA CRECER";1030000;"VERACRUZ";152000.00;1;1
2016;3;"3.- INCUBACION EN LINEA";1007000;"CHIAPAS";150000.00;1;1
2016;4;"2.- TU CREDITO PYME JOVEN";1028000;"TAMAULIPAS";3050000.00;2;2
2016;3;"3.- INCUBACION EN LINEA";1008000;"CHIHUAHUA";150000.00;1;1
2017;7;"2.- TU CREDITO PYME JOVEN";1028000;"TAMAULIPAS";2170000.00;3;3
2016;4;"1.- TU CREDITO PARA CRECER";1001000;"AGUASCALIENTES";394000.00;2;2
2017;9;"3.- INCUBACION EN LINEA";1022000;"QUERETARO";150000.00;1;1
2016;3;"3.- INCUBACION EN LINEA";1010000;"DURANGO";150000.00;1;1
2017;2;"1.- TU CREDITO PARA CRECER";1021000;"PUEBLA";172000.00;1;1
2016;11;"3.- INCUBACION EN LINEA";1027000;"TABASCO";400000.00;3;3
2017;8;"2.- TU CREDITO PYME JOVEN";1013000;"HIDALGO";4098000.00;4;4
2016;3;"3.- INCUBACION EN LINEA";1012000;"GUERRERO";350000.00;3;3
2016;10;"3.- INCUBACION EN LINEA";1009000;"CIUDAD DE MEXICO";2645000.00;20;20
2017;3;"3.- INCUBACION EN LINEA";1005000;"COAHUILA";450000.00;3;3
2016;3;"3.- INCUBACION EN LINEA";1013000;"HIDALGO";300000.00;2;2
2016;3;"3.- INCUBACION EN LINEA";1014000;"JALISCO";750000.00;5;5
2017;9;"3.- INCUBACION EN LINEA";1020000;"OAXACA";1050000.00;7;7
2016;3;"3.- INCUBACION EN LINEA";1018000;"NAYARIT";670000.00;6;6
2016;7;"2.- TU CREDITO PYME JOVEN";1028000;"TAMAULIPAS";172000.00;1;1
2017;3;"1.- TU CREDITO PARA CRECER";1005000;"COAHUILA";280000.00;1;1
2016;12;"1.- TU CREDITO PARA CRECER";1019000;"NUEVO LEON";100000.00;1;1
2016;3;"3.- INCUBACION EN LINEA";1020000;"OAXACA";970000.00;8;8
2017;8;"3.- INCUBACION EN LINEA";1021000;"PUEBLA";1500000.00;10;10
2016;3;"3.- INCUBACION EN LINEA";1021000;"PUEBLA";150000.00;1;1
2016;12;"2.- TU CREDITO PYME JOVEN";1027000;"TABASCO";500000.00;1;1
2017;7;"3.- INCUBACION EN LINEA";1023000;"QUINTANA ROO";300000.00;2;2
2016;8;"3.- INCUBACION EN LINEA";1004000;"CAMPECHE";1395000.00;10;10
2016;6;"1.- TU CREDITO PARA CRECER";1016000;"MICHOACAN";138000.00;1;1
2016;3;"3.- INCUBACION EN LINEA";1023000;"QUINTANA ROO";300000.00;2;2
2016;8;"1.- TU CREDITO PARA CRECER";1024000;"SAN LUIS POTOSI";230000.00;2;2
2016;3;"3.- INCUBACION EN LINEA";1024000;"SAN LUIS POTOSI";150000.00;1;1
2017;7;"3.- INCUBACION EN LINEA";1008000;"CHIHUAHUA";450000.00;3;3
2016;6;"3.- INCUBACION EN LINEA";1005000;"COAHUILA";100000.00;1;1
2016;3;"3.- INCUBACION EN LINEA";1025000;"SINALOA";750000.00;5;5
2017;7;"2.- TU CREDITO PYME JOVEN";1009000;"CIUDAD DE MEXICO";17166926.93;18;18
2016;8;"2.- TU CREDITO PYME JOVEN";1022000;"QUERETARO";700000.00;1;1
2016;12;"1.- TU CREDITO PARA CRECER";1030000;"VERACRUZ";96000.00;1;1
2016;3;"3.- INCUBACION EN LINEA";1029000;"TLAXCALA";150000.00;1;1
2016;10;"3.- INCUBACION EN LINEA";1011000;"GUANAJUATO";400000.00;3;3
2016;10;"3.- INCUBACION EN LINEA";1020000;"OAXACA";1048500.00;8;8
2017;8;"3.- INCUBACION EN LINEA";1014000;"JALISCO";300000.00;2;2
2016;11;"2.- TU CREDITO PYME JOVEN";1008000;"CHIHUAHUA";910000.00;3;3
2016;3;"4.- INCUBACION PRESENCIAL";1015000;"MEXICO";400000.00;1;1
2016;3;"4.- INCUBACION PRESENCIAL";1019000;"NUEVO LEON";445000.00;1;1
2016;11;"2.- TU CREDITO PYME JOVEN";1010000;"DURANGO";973000.00;1;1
2016;9;"1.- TU CREDITO PARA CRECER";1015000;"MEXICO";283000.00;3;3
2016;3;"4.- INCUBACION PRESENCIAL";1026000;"SONORA";500000.00;1;1
2016;4;"1.- TU CREDITO PARA CRECER";1003000;"BAJA CALIFORNIA SUR";754000.00;4;4
2017;9;"2.- TU CREDITO PYME JOVEN";1023000;"QUINTANA ROO";600000.00;1;1
2016;4;"1.- TU CREDITO PARA CRECER";1005000;"COAHUILA";215000.00;2;2
2016;4;"1.- TU CREDITO PARA CRECER";1006000;"COLIMA";300000.00;1;1
2016;12;"2.- TU CREDITO PYME JOVEN";1030000;"VERACRUZ";349000.00;1;1
2016;4;"1.- TU CREDITO PARA CRECER";1026000;"SONORA";80000.00;1;1
2016;7;"2.- TU CREDITO PYME JOVEN";1014000;"JALISCO";1868000.00;2;2
2017;11;"2.- TU CREDITO PYME JOVEN";1031000;"YUCATAN";12225000.00;10;10
2016;4;"2.- TU CREDITO PYME JOVEN";1005000;"COAHUILA";540000.00;2;2
2016;4;"2.- TU CREDITO PYME JOVEN";1008000;"CHIHUAHUA";420000.00;2;2
2017;9;"2.- TU CREDITO PYME JOVEN";1007000;"CHIAPAS";989000.00;2;2
2016;4;"2.- TU CREDITO PYME JOVEN";1009000;"CIUDAD DE MEXICO";1067000.00;4;4
2016;10;"2.- TU CREDITO PYME JOVEN";1031000;"YUCATAN";2027000.00;3;3
2016;4;"3.- INCUBACION EN LINEA";1026000;"SONORA";110000.00;1;1
2016;4;"2.- TU CREDITO PYME JOVEN";1011000;"GUANAJUATO";234000.00;1;1
2016;4;"2.- TU CREDITO PYME JOVEN";1016000;"MICHOACAN";300000.00;1;1
2016;11;"2.- TU CREDITO PYME JOVEN";1016000;"MICHOACAN";2285000.00;3;3
2016;4;"3.- INCUBACION EN LINEA";1001000;"AGUASCALIENTES";420000.00;3;3
2016;4;"3.- INCUBACION EN LINEA";1002000;"BAJA CALIFORNIA NORTE";150000.00;1;1
2016;8;"1.- TU CREDITO PARA CRECER";1019000;"NUEVO LEON";300000.00;1;1
2017;5;"3.- INCUBACION EN LINEA";1025000;"SINALOA";1090000.00;8;8
2017;10;"2.- TU CREDITO PYME JOVEN";1029000;"TLAXCALA";1000000.00;1;1
2016;4;"3.- INCUBACION EN LINEA";1003000;"BAJA CALIFORNIA SUR";150000.00;1;1
2016;10;"3.- INCUBACION EN LINEA";1007000;"CHIAPAS";550000.00;4;4
2016;4;"3.- INCUBACION EN LINEA";1005000;"COAHUILA";150000.00;1;1
2016;4;"3.- INCUBACION EN LINEA";1030000;"VERACRUZ";300000.00;2;2
2017;6;"2.- TU CREDITO PYME JOVEN";1017000;"MORELOS";165000.00;1;1
2017;1;"3.- INCUBACION EN LINEA";1014000;"JALISCO";300000.00;2;2
2016;6;"3.- INCUBACION EN LINEA";1007000;"CHIAPAS";220000.00;2;2
2017;12;"3.- INCUBACION EN LINEA";1013000;"HIDALGO";1150000.00;8;8
2016;12;"3.- INCUBACION EN LINEA";1018000;"NAYARIT";1050000.00;7;7
2017;7;"3.- INCUBACION EN LINEA";1004000;"CAMPECHE";4699166.65;32;32
2016;4;"3.- INCUBACION EN LINEA";1007000;"CHIAPAS";476800.00;4;4
2016;4;"3.- INCUBACION EN LINEA";1010000;"DURANGO";150000.00;1;1
2016;4;"3.- INCUBACION EN LINEA";1016000;"MICHOACAN";410000.00;3;3
2016;4;"3.- INCUBACION EN LINEA";1018000;"NAYARIT";1480000.00;12;12
2017;7;"1.- TU CREDITO PARA CRECER";1009000;"CIUDAD DE MEXICO";450000.00;2;2
2016;4;"3.- INCUBACION EN LINEA";1024000;"SAN LUIS POTOSI";150000.00;1;1
2016;10;"1.- TU CREDITO PARA CRECER";1009000;"CIUDAD DE MEXICO";300000.00;1;1
2017;6;"2.- TU CREDITO PYME JOVEN";1015000;"MEXICO";3220000.00;5;5
2017;2;"2.- TU CREDITO PYME JOVEN";1020000;"OAXACA";1991000.00;2;2
2016;5;"1.- TU CREDITO PARA CRECER";1015000;"MEXICO";80000.00;1;1
2017;9;"2.- TU CREDITO PYME JOVEN";1012000;"GUERRERO";2057000.00;2;2
2016;5;"1.- TU CREDITO PARA CRECER";1026000;"SONORA";161000.00;1;1
2016;5;"1.- TU CREDITO PARA CRECER";1028000;"TAMAULIPAS";100000.00;1;1
2016;5;"3.- INCUBACION EN LINEA";1022000;"QUERETARO";150000.00;1;1
2016;5;"1.- TU CREDITO PARA CRECER";1030000;"VERACRUZ";150000.00;1;1
2016;8;"3.- INCUBACION EN LINEA";1010000;"DURANGO";1265000.00;10;10
2016;5;"1.- TU CREDITO PARA CRECER";1032000;"ZACATECAS";250000.00;2;2
2016;5;"2.- TU CREDITO PYME JOVEN";1001000;"AGUASCALIENTES";250000.00;1;1
2016;5;"2.- TU CREDITO PYME JOVEN";1008000;"CHIHUAHUA";750000.00;2;2
2016;10;"1.- TU CREDITO PARA CRECER";1015000;"MEXICO";100000.00;1;1
2016;11;"3.- INCUBACION EN LINEA";1023000;"QUINTANA ROO";150000.00;1;1
2016;11;"2.- TU CREDITO PYME JOVEN";1019000;"NUEVO LEON";8794000.00;10;10
2016;5;"3.- INCUBACION EN LINEA";1009000;"CIUDAD DE MEXICO";550000.00;4;4
2016;5;"2.- TU CREDITO PYME JOVEN";1014000;"JALISCO";2557000.00;2;2
2016;5;"2.- TU CREDITO PYME JOVEN";1031000;"YUCATAN";600000.00;1;1
2016;5;"3.- INCUBACION EN LINEA";1003000;"BAJA CALIFORNIA SUR";600000.00;4;4
2016;5;"3.- INCUBACION EN LINEA";1005000;"COAHUILA";130000.00;1;1
2016;9;"3.- INCUBACION EN LINEA";1024000;"SAN LUIS POTOSI";150000.00;1;1
2016;7;"1.- TU CREDITO PARA CRECER";1006000;"COLIMA";168000.00;1;1
2017;11;"3.- INCUBACION EN LINEA";1011000;"GUANAJUATO";300000.00;2;2
2016;11;"2.- TU CREDITO PYME JOVEN";1021000;"PUEBLA";12753000.00;8;8
2016;5;"3.- INCUBACION EN LINEA";1007000;"CHIAPAS";350000.00;3;3
2016;5;"3.- INCUBACION EN LINEA";1008000;"CHIHUAHUA";150000.00;1;1
2016;5;"3.- INCUBACION EN LINEA";1010000;"DURANGO";300000.00;2;2
2016;8;"3.- INCUBACION EN LINEA";1020000;"OAXACA";924000.00;8;8
2016;6;"1.- TU CREDITO PARA CRECER";1022000;"QUERETARO";300000.00;1;1
2016;5;"3.- INCUBACION EN LINEA";1011000;"GUANAJUATO";300000.00;2;2
2016;5;"3.- INCUBACION EN LINEA";1013000;"HIDALGO";600000.00;4;4
2016;5;"3.- INCUBACION EN LINEA";1016000;"MICHOACAN";250000.00;3;3
2017;1;"2.- TU CREDITO PYME JOVEN";1022000;"QUERETARO";1488000.00;1;1
2017;9;"3.- INCUBACION EN LINEA";1030000;"VERACRUZ";300000.00;2;2
2016;10;"3.- INCUBACION EN LINEA";1017000;"MORELOS";390000.00;4;4
2016;5;"3.- INCUBACION EN LINEA";1019000;"NUEVO LEON";150000.00;1;1
2016;5;"3.- INCUBACION EN LINEA";1028000;"TAMAULIPAS";395000.00;3;3
2016;6;"2.- TU CREDITO PYME JOVEN";1019000;"NUEVO LEON";15176000.00;14;14
2017;10;"3.- INCUBACION EN LINEA";1015000;"MEXICO";1450000.00;10;10
2017;5;"3.- INCUBACION EN LINEA";1008000;"CHIHUAHUA";80000.00;1;1
2016;6;"1.- TU CREDITO PARA CRECER";1009000;"CIUDAD DE MEXICO";67000.00;1;1
2016;6;"1.- TU CREDITO PARA CRECER";1014000;"JALISCO";150000.00;1;1
2016;6;"2.- TU CREDITO PYME JOVEN";1003000;"BAJA CALIFORNIA SUR";3370000.00;4;4
2016;10;"1.- TU CREDITO PARA CRECER";1031000;"YUCATAN";213000.00;1;1
2016;6;"2.- TU CREDITO PYME JOVEN";1005000;"COAHUILA";2346000.00;4;4
2017;4;"1.- TU CREDITO PARA CRECER";1014000;"JALISCO";300000.00;1;1
2016;6;"2.- TU CREDITO PYME JOVEN";1008000;"CHIHUAHUA";3880000.00;5;5
2017;8;"3.- INCUBACION EN LINEA";1028000;"TAMAULIPAS";150000.00;1;1
2016;8;"4.- INCUBACION PRESENCIAL";1015000;"MEXICO";478000.00;1;1
2017;1;"2.- TU CREDITO PYME JOVEN";1030000;"VERACRUZ";388578.24;1;1
2016;6;"2.- TU CREDITO PYME JOVEN";1009000;"CIUDAD DE MEXICO";925000.00;5;5
2016;6;"2.- TU CREDITO PYME JOVEN";1017000;"MORELOS";1124000.00;1;1
2016;7;"1.- TU CREDITO PARA CRECER";1016000;"MICHOACAN";637000.00;5;5
2016;6;"2.- TU CREDITO PYME JOVEN";1025000;"SINALOA";1339000.00;3;3
2017;7;"2.- TU CREDITO PYME JOVEN";1015000;"MEXICO";3200000.00;2;2
2016;6;"2.- TU CREDITO PYME JOVEN";1026000;"SONORA";2000000.00;1;1
2016;8;"1.- TU CREDITO PARA CRECER";1022000;"QUERETARO";360000.00;2;2
2016;12;"2.- TU CREDITO PYME JOVEN";1002000;"BAJA CALIFORNIA NORTE";3400000.00;4;4
2016;6;"3.- INCUBACION EN LINEA";1004000;"CAMPECHE";150000.00;1;1
2016;6;"3.- INCUBACION EN LINEA";1011000;"GUANAJUATO";300000.00;2;2
2016;6;"3.- INCUBACION EN LINEA";1013000;"HIDALGO";300000.00;2;2
2016;6;"3.- INCUBACION EN LINEA";1017000;"MORELOS";150000.00;1;1
2016;7;"1.- TU CREDITO PARA CRECER";1001000;"AGUASCALIENTES";389000.00;2;2
2017;6;"2.- TU CREDITO PYME JOVEN";1025000;"SINALOA";5747000.00;8;8
2016;7;"1.- TU CREDITO PARA CRECER";1014000;"JALISCO";450000.00;2;2
2017;12;"2.- TU CREDITO PYME JOVEN";1019000;"NUEVO LEON";10976300.00;11;11
2016;7;"1.- TU CREDITO PARA CRECER";1022000;"QUERETARO";539000.00;3;3
2016;7;"2.- TU CREDITO PYME JOVEN";1001000;"AGUASCALIENTES";1000000.00;1;1
2016;7;"2.- TU CREDITO PYME JOVEN";1005000;"COAHUILA";2950000.00;4;4
2016;7;"2.- TU CREDITO PYME JOVEN";1008000;"CHIHUAHUA";801000.00;1;1
2016;7;"2.- TU CREDITO PYME JOVEN";1016000;"MICHOACAN";1559000.00;2;2
2016;10;"3.- INCUBACION EN LINEA";1032000;"ZACATECAS";130000.00;1;1
2016;7;"2.- TU CREDITO PYME JOVEN";1018000;"NAYARIT";825000.00;1;1
2016;10;"3.- INCUBACION EN LINEA";1025000;"SINALOA";3020000.00;24;24
2016;8;"2.- TU CREDITO PYME JOVEN";1018000;"NAYARIT";1040000.00;1;1
2016;7;"2.- TU CREDITO PYME JOVEN";1019000;"NUEVO LEON";2765000.00;6;6
2016;7;"2.- TU CREDITO PYME JOVEN";1021000;"PUEBLA";1919000.00;2;2
2016;7;"2.- TU CREDITO PYME JOVEN";1022000;"QUERETARO";2368000.00;6;6
2016;10;"2.- TU CREDITO PYME JOVEN";1017000;"MORELOS";400000.00;1;1
2016;7;"2.- TU CREDITO PYME JOVEN";1024000;"SAN LUIS POTOSI";741000.00;3;3
2016;11;"3.- INCUBACION EN LINEA";1001000;"AGUASCALIENTES";50000.00;1;1
2016;7;"2.- TU CREDITO PYME JOVEN";1029000;"TLAXCALA";429000.00;1;1
2016;7;"2.- TU CREDITO PYME JOVEN";1031000;"YUCATAN";3048000.00;2;2
2016;7;"2.- TU CREDITO PYME JOVEN";1032000;"ZACATECAS";1937000.00;1;1
2016;7;"3.- INCUBACION EN LINEA";1001000;"AGUASCALIENTES";300000.00;2;2
2016;7;"3.- INCUBACION EN LINEA";1003000;"BAJA CALIFORNIA SUR";150000.00;1;1
2017;11;"2.- TU CREDITO PYME JOVEN";1019000;"NUEVO LEON";9604000.00;15;15
2016;7;"3.- INCUBACION EN LINEA";1004000;"CAMPECHE";450000.00;3;3
2016;7;"3.- INCUBACION EN LINEA";1007000;"CHIAPAS";200000.00;2;2
2016;7;"3.- INCUBACION EN LINEA";1008000;"CHIHUAHUA";770000.00;6;6
2016;7;"3.- INCUBACION EN LINEA";1009000;"CIUDAD DE MEXICO";1107000.00;8;8
2016;7;"3.- INCUBACION EN LINEA";1010000;"DURANGO";380000.00;3;3
2017;5;"3.- INCUBACION EN LINEA";1009000;"CIUDAD DE MEXICO";1170000.00;8;8
2016;7;"3.- INCUBACION EN LINEA";1013000;"HIDALGO";1500000.00;10;10
2016;7;"3.- INCUBACION EN LINEA";1016000;"MICHOACAN";447000.00;4;4
2016;7;"3.- INCUBACION EN LINEA";1017000;"MORELOS";400000.00;3;3
2016;7;"3.- INCUBACION EN LINEA";1019000;"NUEVO LEON";530000.00;4;4
2016;7;"3.- INCUBACION EN LINEA";1021000;"PUEBLA";2800000.00;19;19
2016;7;"3.- INCUBACION EN LINEA";1024000;"SAN LUIS POTOSI";150000.00;1;1
2016;7;"3.- INCUBACION EN LINEA";1025000;"SINALOA";800000.00;6;6
2016;7;"3.- INCUBACION EN LINEA";1026000;"SONORA";150000.00;1;1
2016;7;"3.- INCUBACION EN LINEA";1028000;"TAMAULIPAS";195000.00;2;2
2016;7;"3.- INCUBACION EN LINEA";1029000;"TLAXCALA";1445100.00;10;10
2017;8;"2.- TU CREDITO PYME JOVEN";1007000;"CHIAPAS";1800000.00;2;2
2017;6;"3.- INCUBACION EN LINEA";1004000;"CAMPECHE";6120000.00;44;44
2016;7;"3.- INCUBACION EN LINEA";1031000;"YUCATAN";200000.00;2;2
2017;5;"2.- TU CREDITO PYME JOVEN";1021000;"PUEBLA";600000.00;1;1
2016;7;"4.- INCUBACION PRESENCIAL";1010000;"DURANGO";500000.00;1;1
2016;7;"4.- INCUBACION PRESENCIAL";1019000;"NUEVO LEON";500000.00;1;1
2016;11;"3.- INCUBACION EN LINEA";1031000;"YUCATAN";300000.00;2;2
2017;2;"2.- TU CREDITO PYME JOVEN";1011000;"GUANAJUATO";2418000.00;3;3
2016;8;"1.- TU CREDITO PARA CRECER";1001000;"AGUASCALIENTES";100000.00;1;1
2016;8;"1.- TU CREDITO PARA CRECER";1003000;"BAJA CALIFORNIA SUR";108000.00;1;1
2016;8;"1.- TU CREDITO PARA CRECER";1008000;"CHIHUAHUA";580000.00;2;2
2016;8;"1.- TU CREDITO PARA CRECER";1013000;"HIDALGO";260666.66;1;1
2016;12;"2.- TU CREDITO PYME JOVEN";1006000;"COLIMA";190000.00;1;1
2016;8;"1.- TU CREDITO PARA CRECER";1014000;"JALISCO";238000.00;2;2
2017;8;"3.- INCUBACION EN LINEA";1019000;"NUEVO LEON";300000.00;2;2
2017;6;"3.- INCUBACION EN LINEA";1006000;"COLIMA";150000.00;1;1
2016;8;"1.- TU CREDITO PARA CRECER";1025000;"SINALOA";100000.00;1;1
2016;8;"2.- TU CREDITO PYME JOVEN";1005000;"COAHUILA";1640000.00;2;2
2016;8;"2.- TU CREDITO PYME JOVEN";1009000;"CIUDAD DE MEXICO";2616000.00;3;3
2016;8;"2.- TU CREDITO PYME JOVEN";1010000;"DURANGO";890000.00;1;1
2017;3;"1.- TU CREDITO PARA CRECER";1014000;"JALISCO";421000.00;2;2
2016;8;"2.- TU CREDITO PYME JOVEN";1011000;"GUANAJUATO";600000.00;1;1
2016;8;"2.- TU CREDITO PYME JOVEN";1017000;"MORELOS";300000.00;1;1
2016;8;"2.- TU CREDITO PYME JOVEN";1019000;"NUEVO LEON";3880000.00;7;7
2016;8;"2.- TU CREDITO PYME JOVEN";1025000;"SINALOA";176000.00;1;1
2017;12;"3.- INCUBACION EN LINEA";1031000;"YUCATAN";150000.00;1;1
2016;8;"2.- TU CREDITO PYME JOVEN";1030000;"VERACRUZ";3000000.00;2;2
2016;8;"2.- TU CREDITO PYME JOVEN";1031000;"YUCATAN";95000.00;1;1
2017;4;"3.- INCUBACION EN LINEA";1004000;"CAMPECHE";55000.00;1;1
2017;8;"2.- TU CREDITO PYME JOVEN";1024000;"SAN LUIS POTOSI";3954181.00;3;3
2016;12;"2.- TU CREDITO PYME JOVEN";1022000;"QUERETARO";1790000.00;1;1
2016;12;"3.- INCUBACION EN LINEA";1026000;"SONORA";150000.00;1;1
2016;8;"3.- INCUBACION EN LINEA";1001000;"AGUASCALIENTES";450000.00;3;3
2017;11;"2.- TU CREDITO PYME JOVEN";1028000;"TAMAULIPAS";1090000.00;1;1
2017;10;"3.- INCUBACION EN LINEA";1007000;"CHIAPAS";550000.00;4;4
2017;6;"3.- INCUBACION EN LINEA";1013000;"HIDALGO";5180000.00;35;35
2016;8;"3.- INCUBACION EN LINEA";1002000;"BAJA CALIFORNIA NORTE";300000.00;2;2
2016;8;"3.- INCUBACION EN LINEA";1003000;"BAJA CALIFORNIA SUR";150000.00;1;1
2016;8;"3.- INCUBACION EN LINEA";1006000;"COLIMA";560700.00;4;4
2016;8;"3.- INCUBACION EN LINEA";1007000;"CHIAPAS";150000.00;1;1
